Country,State,City,Category,Name,Phone,Address,Latitude,Longitude
Sri Lanka,Central,Kandy,Vehicle Showroom,Kandy Honda City,812203030,"Katugastota Road, Kandy 20000, Sri Lanka",7.3058,80.6311
Sri Lanka,Central,Kandy,Vehicle Showroom,Prestige Maruti Suzuki Kandy,812204040,"Gampola Road, Kandy 20000, Sri Lanka",7.2581,80.5992
Bangladesh,Dhaka Division,Dhaka,Hospital,Dhaka Medical College Hospital,+880 2-55165130,"Bakshibazar Road, Dhaka 1000, Bangladesh",23.7284,90.3947
Bangladesh,Dhaka Division,Dhaka,Hospital,Square Hospital Dhaka,+880 9610-010616,"18/F Bir Uttam Qazi Nuruzzaman Sarak, Dhaka 1205",23.7512,90.3857
Bangladesh,Dhaka Division,Dhaka,Hospital,United Hospital Dhaka,+880 9666-710666,"Plot 15 Road 71 Gulshan, Dhaka 1212, Bangladesh",23.7916,90.4138
Bangladesh,Dhaka Division,Dhaka,Hospital,Apollo Hospitals Dhaka,+880 1772-299496,"Plot 81 Block E Bashundhara, Dhaka 1229",23.8138,90.4274
Bangladesh,Dhaka Division,Dhaka,Hospital,Ibn Sina Hospital Dhanmondi,2258614071,"House 48 Road 9/A Dhanmondi, Dhaka 1209",23.7476,90.3732
Bangladesh,Dhaka Division,Dhaka,Ambulance,National Emergency Ambulance Dhaka,999,"Segunbagicha, Dhaka 1000, Bangladesh",23.7332,90.4164
Bangladesh,Dhaka Division,Dhaka,Ambulance,DGHS Ambulance Service Dhaka,16555,"DGHS HQ Mohakhali, Dhaka 1212, Bangladesh",23.7798,90.4052
Bangladesh,Dhaka Division,Dhaka,Ambulance,Square Hospital Ambulance,2258152100,"18/F Bir Uttam Road, Dhaka 1205, Bangladesh",23.7512,90.3857
Bangladesh,Dhaka Division,Dhaka,Ambulance,Apollo Ambulance Dhaka,2229610911,"Bashundhara, Dhaka 1229, Bangladesh",23.8138,90.4274
Bangladesh,Dhaka Division,Dhaka,Police,Dhanmondi Police Station,+880 2-58616086,"Road 27 Dhanmondi, Dhaka 1209, Bangladesh",23.7474,90.3746
Bangladesh,Dhaka Division,Dhaka,Police,Gulshan Police Station,+880 2-9895826,"Road 50 Gulshan 2, Dhaka 1212, Bangladesh",23.7928,90.4152
Bangladesh,Dhaka Division,Dhaka,Police,Motijheel Police Station,2223411234,"Motijheel Commercial Area, Dhaka 1000",23.7336,90.4208
Bangladesh,Dhaka Division,Dhaka,Police,Uttara Police Station,2229191234,"Sector 4 Uttara, Dhaka 1230, Bangladesh",23.8742,90.3978
Bangladesh,Dhaka Division,Dhaka,Police,Mirpur Police Station,2228012345,"Section 2 Mirpur, Dhaka 1216, Bangladesh",23.8226,90.3574
Bangladesh,Dhaka Division,Dhaka,Fire Station,Dhaka Fire Service HQ Siddhirganj,2228111000,"Siddhirganj, Narayanganj, Dhaka, Bangladesh",23.6298,90.5077
Bangladesh,Dhaka Division,Dhaka,Fire Station,Dhaka Fire Station Motijheel,2223412000,"Motijheel, Dhaka 1000, Bangladesh",23.7345,90.4217
Bangladesh,Dhaka Division,Dhaka,Fire Station,Dhaka Fire Station Mirpur,2228012000,"Mirpur 1, Dhaka 1216, Bangladesh",23.8221,90.3582
Bangladesh,Dhaka Division,Dhaka,Fire Station,Dhaka Fire Station Uttara,2229192000,"Uttara Sector 6, Dhaka 1230, Bangladesh",23.8794,90.3992
Bangladesh,Dhaka Division,Dhaka,Rescue Service,Bangladesh Fire Service & Civil Defence,2228111100,"Dhaka, Bangladesh",23.7345,90.4217
Bangladesh,Dhaka Division,Dhaka,Rescue Service,Rapid Action Battalion Dhaka,2228919191,"RAB HQ, Kurmitola, Dhaka 1206",23.8337,90.3994
Bangladesh,Dhaka Division,Dhaka,Rescue Service,Dhaka City Disaster Management,2222334400,"City Corporation HQ, Dhaka 1000",23.7289,90.4093
Bangladesh,Dhaka Division,Dhaka,Rescue Service,Bangladesh Red Crescent Dhaka,2228115000,"684/B Bara Moghbazar, Dhaka 1217",23.7532,90.4087
Bangladesh,Dhaka Division,Dhaka,Tow Service,Dhaka 24Hr Breakdown Towing,1711100200,"Pragati Sarani, Dhaka 1212, Bangladesh",23.7802,90.4245
Bangladesh,Dhaka Division,Dhaka,Tow Service,Gulshan Vehicle Recovery,1711200300,"Road 11 Gulshan, Dhaka 1212, Bangladesh",23.7904,90.4126
Bangladesh,Dhaka Division,Dhaka,Tow Service,Mirpur Road Towing Service,1711300400,"Mirpur Road, Dhaka 1216, Bangladesh",23.8117,90.3634
Bangladesh,Dhaka Division,Dhaka,Tow Service,Uttara Highway Recovery,1711400500,"Uttara Sector 7, Dhaka 1230, Bangladesh",23.8814,90.4002
Bangladesh,Dhaka Division,Dhaka,Puncture Shop,Dhanmondi Tyre Centre,1811550660,"Satmasjid Road, Dhanmondi, Dhaka 1209",23.7453,90.3712
Bangladesh,Dhaka Division,Dhaka,Puncture Shop,Gulshan Puncture Works,1811660770,"Road 23 Gulshan, Dhaka 1212, Bangladesh",23.7887,90.4141
Bangladesh,Dhaka Division,Dhaka,Puncture Shop,Mirpur Tyre Repairs,1811770880,"Mirpur 10 Circle, Dhaka 1216, Bangladesh",23.8204,90.3612
Bangladesh,Dhaka Division,Dhaka,Puncture Shop,Uttara Tyre Works,1811880990,"Uttara Sector 3, Dhaka 1230, Bangladesh",23.8701,90.3956
Bangladesh,Dhaka Division,Dhaka,Vehicle Showroom,Navana Toyota Dhaka,2229341000,"24 Kawran Bazar, Dhaka 1215, Bangladesh",23.7518,90.3936
Bangladesh,Dhaka Division,Dhaka,Vehicle Showroom,Rangs Hyundai Dhaka,2229352000,"57 Dilkusha, Dhaka 1000, Bangladesh",23.7372,90.4169
Bangladesh,Dhaka Division,Dhaka,Vehicle Showroom,Honda Bangladesh Gulshan,2228363000,"Road 34 Gulshan 1, Dhaka 1212, Bangladesh",23.7825,90.4084
Bangladesh,Dhaka Division,Dhaka,Vehicle Showroom,Nitol Tata Motors Dhaka,2229374000,"Nitol Centre Banani, Dhaka 1213, Bangladesh",23.7937,90.4048
Bangladesh,Chittagong Division,Chittagong,Hospital,Chittagong Medical College Hospital,3122312345,"K B Fazlul Kader Road, Chittagong 4203",22.3602,91.8187
Bangladesh,Chittagong Division,Chittagong,Hospital,Chevron Clinical Laboratory Chittagong,3122313131,"Nasirabad R/A, Chittagong 4000, Bangladesh",22.3678,91.8034
Bangladesh,Chittagong Division,Chittagong,Hospital,Park View Hospital Chittagong,3122314444,"Khulshi, Chittagong 4225, Bangladesh",22.3745,91.8021
Bangladesh,Chittagong Division,Chittagong,Hospital,Chittagong General Hospital,3122315555,"Pahartali, Chittagong 4202, Bangladesh",22.3749,91.7932
Bangladesh,Chittagong Division,Chittagong,Ambulance,National Ambulance Chittagong,999,"Agrabad, Chittagong 4100, Bangladesh",22.3338,91.8214
Bangladesh,Chittagong Division,Chittagong,Ambulance,CMCH Ambulance Service,3122312360,"K B Fazlul Kader Road, Chittagong 4203",22.3602,91.8187
Bangladesh,Chittagong Division,Chittagong,Ambulance,Chevron Ambulance Chittagong,3122313140,"Nasirabad, Chittagong 4000, Bangladesh",22.3678,91.8034
Bangladesh,Chittagong Division,Chittagong,Ambulance,Port City Ambulance Service,1811991234,"GEC Crossing, Chittagong 4100, Bangladesh",22.3634,91.8267
Bangladesh,Chittagong Division,Chittagong,Police,Kotwali Police Station,+880 1713-373256,"Anderkilla, Chittagong 4000, Bangladesh",22.3372,91.8367
Bangladesh,Chittagong Division,Chittagong,Police,Panchlaish Police Station,3122327100,"Panchlaish, Chittagong 4213, Bangladesh",22.3586,91.8143
Bangladesh,Chittagong Division,Chittagong,Police,Khulshi Police Station,3122328100,"Khulshi, Chittagong 4225, Bangladesh",22.3748,91.8028
Bangladesh,Chittagong Division,Chittagong,Police,Pahartali Police Station,3122329100,"Pahartali, Chittagong 4202, Bangladesh",22.3753,91.7938
Bangladesh,Chittagong Division,Chittagong,Fire Station,Chittagong Fire & Civil Defence,3122326200,"Dewanhat, Chittagong 4000, Bangladesh",22.3458,91.8312
Bangladesh,Chittagong Division,Chittagong,Fire Station,Agrabad Fire Station,3122327200,"Agrabad Commercial Area, Chittagong 4100",22.3321,91.8208
Bangladesh,Chittagong Division,Chittagong,Fire Station,Nasirabad Fire Station,3122328200,"Nasirabad, Chittagong 4000, Bangladesh",22.3682,91.8046
Bangladesh,Chittagong Division,Chittagong,Fire Station,Pahartali Fire Station,3122329200,"Pahartali, Chittagong 4202, Bangladesh",22.3761,91.7953
Bangladesh,Chittagong Division,Chittagong,Rescue Service,Bangladesh Fire Service Chittagong,3122326300,"Dewanhat, Chittagong 4000, Bangladesh",22.3458,91.8312
Bangladesh,Chittagong Division,Chittagong,Rescue Service,Coast Guard Station Chittagong,3122327300,"Patenga, Chittagong 4204, Bangladesh",22.2347,91.7839
Bangladesh,Chittagong Division,Chittagong,Rescue Service,RAB Chittagong,3122328300,"Khulshi, Chittagong 4225, Bangladesh",22.3748,91.8028
Bangladesh,Chittagong Division,Chittagong,Rescue Service,Red Crescent Chittagong,3122329300,"Chittagong 4000, Bangladesh",22.3567,91.8174
Bangladesh,Chittagong Division,Chittagong,Tow Service,Chittagong Port Towing Service,1811100200,"Port Connecting Road, Chittagong 4100",22.3302,91.8256
Bangladesh,Chittagong Division,Chittagong,Tow Service,Agrabad Vehicle Recovery,1811200300,"Agrabad, Chittagong 4100, Bangladesh",22.3326,91.8212
Bangladesh,Chittagong Division,Chittagong,Tow Service,Nasirabad Breakdown Service,1811300400,"Nasirabad R/A, Chittagong 4000, Bangladesh",22.3674,91.8032
Bangladesh,Chittagong Division,Chittagong,Tow Service,Pahartali Road Recovery,1811400500,"Pahartali, Chittagong 4202, Bangladesh",22.3758,91.7941
Bangladesh,Chittagong Division,Chittagong,Puncture Shop,GEC Tyre Works Chittagong,1711550661,"GEC More, Chittagong 4100, Bangladesh",22.3639,91.8274
Bangladesh,Chittagong Division,Chittagong,Puncture Shop,Agrabad Puncture Service,1711660772,"Agrabad, Chittagong 4100, Bangladesh",22.3331,91.8204
Bangladesh,Chittagong Division,Chittagong,Puncture Shop,Nasirabad Tyre Repairs,1711770883,"Nasirabad, Chittagong 4000, Bangladesh",22.3685,91.8028
Bangladesh,Chittagong Division,Chittagong,Puncture Shop,Pahartali Tyre Centre,1711880994,"Pahartali, Chittagong 4202, Bangladesh",22.3764,91.7936
Bangladesh,Chittagong Division,Chittagong,Vehicle Showroom,Honda Chittagong Authorized Dealer,3122341000,"Agrabad, Chittagong 4100, Bangladesh",22.3342,91.8216
Bangladesh,Chittagong Division,Chittagong,Vehicle Showroom,Mitsubishi Chittagong Showroom,3122342000,"CDA Avenue, Chittagong 4100, Bangladesh",22.3617,91.8262
Bangladesh,Chittagong Division,Chittagong,Vehicle Showroom,Chittagong Toyota Centre,3122343000,"Nasirabad, Chittagong 4000, Bangladesh",22.3671,91.8037
Bangladesh,Chittagong Division,Chittagong,Vehicle Showroom,Walton Showroom Chittagong,3122344000,"Panchlaish, Chittagong 4213, Bangladesh",22.3581,91.8149
Nepal,Bagmati Province,Kathmandu,Hospital,Tribhuvan University Teaching Hospital,+977 1-4512505,"Maharajgunj, Kathmandu 44600, Nepal",27.7362,85.3301
Nepal,Bagmati Province,Kathmandu,Hospital,Bir Hospital Kathmandu,+977 1-4221119,"Mahaboudha, Kathmandu 44600, Nepal",27.7024,85.3158
Nepal,Bagmati Province,Kathmandu,Hospital,Grande International Hospital,+977 1-5159266,"Dhapasi Height, Kathmandu 44600, Nepal",27.7534,85.3194
Nepal,Bagmati Province,Kathmandu,Hospital,Norvic International Hospital,+977 1-5970032,"Thapathali, Kathmandu 44600, Nepal",27.6956,85.3182
Nepal,Bagmati Province,Kathmandu,Hospital,Patan Hospital,+977 1-5522295,"Lagankhel, Lalitpur, Kathmandu, Nepal",27.6688,85.3184
Nepal,Bagmati Province,Kathmandu,Ambulance,Nepal Ambulance Service 102,102,"Tripureswor, Kathmandu 44600, Nepal",27.6978,85.3165
Nepal,Bagmati Province,Kathmandu,Ambulance,TUTH Ambulance Kathmandu,14212600,"Maharajgunj, Kathmandu 44600, Nepal",27.7362,85.3301
Nepal,Bagmati Province,Kathmandu,Ambulance,Nepal Red Cross Ambulance,14270650,"Red Cross Marg, Kathmandu 44600, Nepal",27.7038,85.3162
Nepal,Bagmati Province,Kathmandu,Ambulance,Grande Hospital Ambulance,15159200,"Dhapasi, Kathmandu 44600, Nepal",27.7534,85.3194
Nepal,Bagmati Province,Kathmandu,Police,Metropolitan Police Headquarters,+977 1-4270536,"Naxal, Kathmandu 44600, Nepal",27.7184,85.3267
Nepal,Bagmati Province,Kathmandu,Police,New Baneshwor Police Station,14462100,"New Baneshwor, Kathmandu 44600, Nepal",27.6942,85.3378
Nepal,Bagmati Province,Kathmandu,Police,Thamel Police Station,14410030,"Thamel, Kathmandu 44600, Nepal",27.7166,85.3113
Nepal,Bagmati Province,Kathmandu,Police,Patan Police Station,15521100,"Patan Dhoka, Lalitpur, Nepal",27.6724,85.3227
Nepal,Bagmati Province,Kathmandu,Police,Chabahil Police Station,14480100,"Chabahil, Kathmandu 44600, Nepal",27.7218,85.3456
Nepal,Bagmati Province,Kathmandu,Fire Station,Kathmandu Metropolitan Fire Brigade,14211177,"Babarmahal, Kathmandu 44600, Nepal",27.7012,85.3178
Nepal,Bagmati Province,Kathmandu,Fire Station,Lalitpur Sub-Metropolitan Fire Brigade,15521177,"Patan Dhoka, Lalitpur, Nepal",27.6684,85.3228
Nepal,Bagmati Province,Kathmandu,Fire Station,Kirtipur Fire Station,14330177,"Kirtipur, Kathmandu, Nepal",27.6762,85.2787
Nepal,Bagmati Province,Kathmandu,Fire Station,Budhanilkantha Fire Station,14370177,"Budhanilkantha, Kathmandu, Nepal",27.7776,85.3612
Nepal,Bagmati Province,Kathmandu,Rescue Service,National Disaster Risk Reduction Nepal,14517077,"Singha Durbar, Kathmandu, Nepal",27.6958,85.3187
Nepal,Bagmati Province,Kathmandu,Rescue Service,Nepal Army Search & Rescue,14411111,"Tudikhel, Kathmandu 44600, Nepal",27.7086,85.3198
Nepal,Bagmati Province,Kathmandu,Rescue Service,Nepal Police Disaster Response,14411549,"Naxal, Kathmandu 44600, Nepal",27.7184,85.3267
Nepal,Bagmati Province,Kathmandu,Rescue Service,Nepal Red Cross Rescue Kathmandu,14270650,"Red Cross Marg, Kathmandu 44600, Nepal",27.7038,85.3162
Nepal,Bagmati Province,Kathmandu,Tow Service,Kathmandu 24Hr Towing,9801100200,"Ring Road, Kathmandu 44600, Nepal",27.7142,85.3321
Nepal,Bagmati Province,Kathmandu,Tow Service,Prithvi Highway Towing Kathmandu,9801200300,"Kalanki Chowk, Kathmandu, Nepal",27.6941,85.2857
Nepal,Bagmati Province,Kathmandu,Tow Service,Arniko Highway Recovery,9801300400,"Bhaktapur Road, Kathmandu, Nepal",27.7002,85.3812
Nepal,Bagmati Province,Kathmandu,Tow Service,Tribhuvan Highway Towing,9801400500,"Thankot, Kathmandu, Nepal",27.6832,85.2467
Nepal,Bagmati Province,Kathmandu,Puncture Shop,New Road Tyre Works Kathmandu,9841550660,"New Road, Kathmandu 44600, Nepal",27.7052,85.3141
Nepal,Bagmati Province,Kathmandu,Puncture Shop,Kalanki Puncture Service,9841660770,"Kalanki Chowk, Kathmandu, Nepal",27.6943,85.2861
Nepal,Bagmati Province,Kathmandu,Puncture Shop,Chabahil Tyre Repairs,9841770880,"Chabahil, Kathmandu 44600, Nepal",27.7216,85.3453
Nepal,Bagmati Province,Kathmandu,Puncture Shop,Baneshwor Tyre Centre,9841880990,"New Baneshwor, Kathmandu 44600, Nepal",27.6948,85.3372
Nepal,Bagmati Province,Kathmandu,Vehicle Showroom,Sipradi Trading Toyota Kathmandu,14482901,"Naxal, Kathmandu 44600, Nepal",27.7178,85.3276
Nepal,Bagmati Province,Kathmandu,Vehicle Showroom,Hyundai Saptakoshi Kathmandu,14780345,"Kamaladi, Kathmandu 44600, Nepal",27.7082,85.3183
Nepal,Bagmati Province,Kathmandu,Vehicle Showroom,Honda Nepal Showroom Kathmandu,14267890,"Tripureswor, Kathmandu 44600, Nepal",27.6976,85.3147
Nepal,Bagmati Province,Kathmandu,Vehicle Showroom,Mahindra Nepal Patan,15523456,"Lagankhel, Lalitpur, Nepal",27.6684,85.3182
Nepal,Gandaki Province,Pokhara,Hospital,Gandaki Medical College Teaching Hospital,+977 61-538595,"Pokhara 33700, Nepal",28.2174,83.9789
Nepal,Gandaki Province,Pokhara,Hospital,Western Regional Hospital Pokhara,+977 61-570066,"Ramghat, Pokhara 33700, Nepal",28.2197,83.9754
Nepal,Gandaki Province,Pokhara,Hospital,Manipal Teaching Hospital Pokhara,+977 61-552666,"Deep Heights, Pokhara 33700, Nepal",28.2321,83.9937
Nepal,Gandaki Province,Pokhara,Hospital,Fishtail Hospital Pokhara,61521021,"Chipledhunga, Pokhara 33700, Nepal",28.2078,83.9902
Nepal,Gandaki Province,Pokhara,Ambulance,Nepal Ambulance Pokhara,102,"Prithvi Narayan Campus Area, Pokhara 33700",28.2168,83.9802
Nepal,Gandaki Province,Pokhara,Ambulance,Western Regional Hospital Ambulance,61520066,"Ramghat, Pokhara 33700, Nepal",28.2197,83.9754
Nepal,Gandaki Province,Pokhara,Ambulance,Manipal Hospital Ambulance Pokhara,61526416,"Deep Heights, Pokhara 33700, Nepal",28.2321,83.9937
Nepal,Gandaki Province,Pokhara,Ambulance,Gandaki Red Cross Ambulance,61521000,"Lakeside, Pokhara 33700, Nepal",28.2104,83.9612
Nepal,Gandaki Province,Pokhara,Police,Pokhara Metropolitan Police,61521333,"Prithvi Narayan Campus, Pokhara 33700",28.2194,83.9836
Nepal,Gandaki Province,Pokhara,Police,Lakeside Police Station,61462333,"Lakeside Road, Pokhara 33700, Nepal",28.2102,83.9608
Nepal,Gandaki Province,Pokhara,Police,Chipledhunga Police Station,61521334,"Chipledhunga, Pokhara 33700, Nepal",28.2072,83.9897
Nepal,Gandaki Province,Pokhara,Police,Birauta Police Station,61672333,"Birauta, Pokhara 33700, Nepal",28.1916,83.9668
Nepal,Gandaki Province,Pokhara,Fire Station,Pokhara Metropolitan Fire Brigade,61521177,"Prithvi Narayan Campus, Pokhara 33700",28.2192,83.9827
Nepal,Gandaki Province,Pokhara,Fire Station,Lakeside Fire Post Pokhara,61462177,"Lakeside, Pokhara 33700, Nepal",28.2101,83.9613
Nepal,Gandaki Province,Pokhara,Fire Station,Chipledhunga Fire Station,61521178,"Chipledhunga, Pokhara 33700, Nepal",28.2076,83.9904
Nepal,Gandaki Province,Pokhara,Fire Station,Hemja Fire Station Pokhara,61672177,"Hemja, Pokhara 33700, Nepal",28.2548,84.0126
Nepal,Gandaki Province,Pokhara,Rescue Service,Gandaki Province Disaster Management,61521055,"Pokhara 33700, Nepal",28.2182,83.9841
Nepal,Gandaki Province,Pokhara,Rescue Service,Nepal Police Mountain Rescue Pokhara,61521333,"Prithvi Narayan Area, Pokhara 33700",28.2192,83.9827
Nepal,Gandaki Province,Pokhara,Rescue Service,Himalayan Rescue Association Pokhara,61521333,"Lakeside, Pokhara 33700, Nepal",28.2106,83.9617
Nepal,Gandaki Province,Pokhara,Rescue Service,Pokhara Tourism Police Search & Rescue,61462133,"Lakeside Area, Pokhara 33700, Nepal",28.2108,83.9621
Nepal,Gandaki Province,Pokhara,Tow Service,Pokhara 24Hr Towing Service,9856100200,"Prithvi Highway, Pokhara 33700, Nepal",28.2214,83.9846
Nepal,Gandaki Province,Pokhara,Tow Service,Lakeside Breakdown Service,9856200300,"Lakeside Road, Pokhara 33700, Nepal",28.2098,83.9619
Nepal,Gandaki Province,Pokhara,Tow Service,Prithvi Highway Recovery Pokhara,9856300400,"Naubise Road, Pokhara, Nepal",28.2256,83.9908
Nepal,Gandaki Province,Pokhara,Tow Service,Siddhartha Highway Towing,9856400500,"Siddhartha Highway, Pokhara, Nepal",28.2004,83.9771
Nepal,Gandaki Province,Pokhara,Puncture Shop,Lakeside Tyre Works Pokhara,9846550660,"Lakeside Road, Pokhara 33700, Nepal",28.2107,83.9624
Nepal,Gandaki Province,Pokhara,Puncture Shop,Prithvi Chowk Puncture Service,9846660770,"Prithvi Chowk, Pokhara 33700, Nepal",28.2189,83.9852
Nepal,Gandaki Province,Pokhara,Puncture Shop,Chipledhunga Tyre Repairs,9846770880,"Chipledhunga, Pokhara 33700, Nepal",28.2079,83.9899
Nepal,Gandaki Province,Pokhara,Puncture Shop,Birauta Tyre Works Pokhara,9846880990,"Birauta, Pokhara 33700, Nepal",28.1922,83.9674
Nepal,Gandaki Province,Pokhara,Vehicle Showroom,Sipradi Toyota Pokhara,61521901,"Prithvi Narayan Road, Pokhara 33700",28.2208,83.9814
Nepal,Gandaki Province,Pokhara,Vehicle Showroom,Hyundai Pokhara Showroom,61521902,"Chipledhunga, Pokhara 33700, Nepal",28.2074,83.9908
Nepal,Gandaki Province,Pokhara,Vehicle Showroom,Honda Pokhara Centre,61521903,"Prithvi Chowk, Pokhara 33700, Nepal",28.2186,83.9847
Nepal,Gandaki Province,Pokhara,Vehicle Showroom,TVS Showroom Pokhara,61521904,"Lakeside Road, Pokhara 33700, Nepal",28.2113,83.9627
India,Tamil Nadu,Chennai,Hospital,IITM Institute Hospital,+91 44 2257 8300,"Near Kendra Vidyalaya, IITM Campus, School 1st Cross St, Indian Institute Of Technology, Chennai, Tamil Nadu 600036",12.9929393,80.2314687
India,Tamil Nadu,Chennai,Hospital,VHS Multispeciality Hospital,+91 98847 30000,"State Highway 49A, Tharamani, Chennai, Tamil Nadu 600113",13.0025369,80.2473355
India,Tamil Nadu,Chennai,Hospital,Prashanth Super Speciality Hospital,+91 44 4680 5544,"36 & 36A, Velachery Main Rd, Dhandeeswaram, Velachery, Chennai, Tamil Nadu 600042",12.978498,80.2213184
India,Tamil Nadu,Chennai,Hospital,BloomLife Hospital,+91 44 4000 0009,"32, Taramani Link Rd, VGP Seetapathi Street, Baby Nagar, Velachery, Chennai, Tamil Nadu 600042",12.979622,80.227706
India,Tamil Nadu,Chennai,Hospital,Aaradhya Hospital,+91 99636 98968,"31A, Peeliamman Kovil Street, Mahathma Gandhi Nagar, Tharamani, Chennai, Tamil Nadu 600113",12.9825816,80.239716
India,Tamil Nadu,Chennai,Police,J13 Tharamani Police Station,+91 94981 00168,"81/12, Nehru St, Kanagam, Tharamani, Chennai, Tamil Nadu 600113",12.994747,80.2429914
India,Tamil Nadu,Chennai,Police,J2 Adyar Police Station,+91 90924 57667,"Dr Muthu Lakshmi Rd, Indira Nagar, Adyar, Chennai, Tamil Nadu 600020",12.9978136,80.2556662
India,Tamil Nadu,Chennai,Police,J6 Thiruvanmiyur Police Station,+91 44 2491 1350,"Sannadi St, Lalitha Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041",12.9844943,80.2609848
India,Tamil Nadu,Chennai,Ambulance,Bethel Ambulance Services,+91 91763 08428,"28, 1st Ave, Indira Nagar, Adyar, Chennai, Tamil Nadu 600020",12.9995788,80.2537561
India,Tamil Nadu,Chennai,Ambulance,Chennai City Ambulance & Funeral Services,+91 96268 85969,"9/1, 10th Ln, Indira Nagar, Adyar, Chennai, Tamil Nadu 600020",12.9936179,80.2513543
India,Tamil Nadu,Chennai,Ambulance,Deepee Ambulance Service,+91 98407 84957,"No: 43-A, 100 Feet Road, Thanthai Periyar Nagar, Anna Nagar, Tharamani, Chennai, Tamil Nadu 600113",12.9814516,80.2377181
India,Tamil Nadu,Chennai,Fire Station,Velachery Fire Station,+91 44 2829 4135,"Tiruvalluvar St, Annai Indira Nagar, Velachery, Chennai, Tamil Nadu 600042",12.9768023,80.2276046
India,Tamil Nadu,Chennai,Fire Station,Thiruvanmiyur Fire Station,+91 44 2440 1213,"Shop No. 2, East Coast Road, near Marundeeswarar Temple, Lalitha Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041",12.9853432,80.2598047
India,Tamil Nadu,Chennai,Rescue Service,Blue Cross of India,+91 44 4627 4999,"72, Velachery Main Rd, Guindy, Chennai, Tamil Nadu 600032",12.9996877,80.2155845
India,Tamil Nadu,Chennai,Rescue Service,Madras Animal Rescue Society,+91 99400 59810,"East Coast Rd, PRS Nagar, Palavakkam, Chennai, Tamil Nadu 600041",12.966208,80.2568325
India,Tamil Nadu,Chennai,Tow Service,TVS Auto Assist - Roadside Assistance,+91 1800 258 9191,"Kochar Bliss, A8 & A9, Thiru Vi Ka Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",13.0131679,80.2110451
India,Tamil Nadu,Chennai,Tow Service,Elite Roadside Assistance,+91 72990 50247,"No:22, Labour Colony 4th St, 3rd Phase, Thiru Vi Ka Industrial Estate, Guindy, Chennai, Tamil Nadu 600032",13.015781,80.212077
India,Tamil Nadu,Chennai,Tow Service,Elephant Towing Service,+91 93426 28202,"12/29 Boo Begum, 3rd St, Mount Road, Express Estate, Royapettah, Chennai, Tamil Nadu 600002",13.062342,80.26348
India,Tamil Nadu,Chennai,Puncture Shop,Ganesh Puncture Shop,+91 88256 64033,"46, MGR Rd, Bharathi Nagar, Perungudi, Chennai, Tamil Nadu 600042",12.9770353,80.2330262
India,Tamil Nadu,Chennai,Puncture Shop,Alex Puncture Work 24x7,+91 98948 48169,"1, Jawaharlal Nehru Salai, Bharathi Nagar, Tharamani, Chennai, Tamil Nadu 600113",12.9801458,80.2339915
India,Tamil Nadu,Chennai,Puncture Shop,KK Puncture Kadai,+91 92832 28707,"No.1, Sri Muthumariyammman Koil Street, Periyar Nagar, Tharamani, Chennai, Tamil Nadu 600113",12.9811811,80.239264
India,Tamil Nadu,Chennai,Puncture Shop,Adyar Puncture Point,+91 90697 78888,"150, Muthulakshmi Salai, Lattice Brg Rd, Venkata Rathinam Nagar, Adyar, Chennai, Tamil Nadu 600020",12.9997979,80.2560472
India,Tamil Nadu,Chennai,Vehicle Showroom,"Maruti Suzuki ARENA (Khivraj Motors, Perungudi)",+91 80 6251 0335,"Plot No 6, Developed E&E Industrial Estate, Perungudi, Chennai, Tamil Nadu 600096",12.9580871,80.2445759
India,Tamil Nadu,Chennai,Vehicle Showroom,"NEXA (ABT Maruti, Guindy)",+91 80 6251 0095,"No.123, Velachery Main Rd, Kannigapuram, Guindy, Chennai, Tamil Nadu 600032",13.0014138,80.2182411
India,Tamil Nadu,Chennai,Vehicle Showroom,Tata Ace Showroom Taramani,+91 89397 72903,"12, Kattabomman Street, Jawaharlal Nehru Salai, Mahathma Gandhi Nagar, Tharamani, Chennai, Tamil Nadu 600113",12.9815537,80.2392387
